,AGMTNO,CUTDATE,MOB,OPENING_BUCKET,SEGMENT_ROF,PORTFOLIO,STATE,AGE,CIBIL_SCORE,APPSCORE,PRNT_BNC_MOB_RATIO,DISBURSALS,OUTSTANDING_BALANCE,EXT_DPD_SEG_TYPE_FINAL,REGIONAL_GROUPING,CUST_LATEST_STRAIGHT_THROUGH_FLOW,NOT_RF,MONTS_SINCE_LATEST_RF,MONTS_SINCE_LATEST_STAB,FIRST_TIME_STAB_MOB,AVG_INTER_STAB_TIME,LATEST_MNT_FOLLOWUP_RESULT_CODE_GRP,LATEST_MNT_DIFF_FIRSTFOLLUP_RECEIPTDT_DD,LATEST_3MNT_FOLLOWUP_NOTCONTACT,LATEST_3MNTAVG_DIFF_FIRSTFOLLUP_EMIDT_DD,LATEST_3MNT_NOT_RECEIPT_LQ21DAYS,NO_EARLY_DRE_PAYMENTS_LQ16D,RECP_LQ6M__MODE_CCR_DAY,OFFLINE__L12M_MODE_CCR_DAY,OD_DPD_CAT_L3M
2352,TN3007UT0038567,31-OCT-24,3,0,3.LR,TW,TN,24,,,0.0,346297.0,147997.0,1.Paying_Outside,TN II,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2353,TN3007UT0038626,31-OCT-24,3,0,3.LR,TW,TN,38,,,,2411515.0,523065.0,2.Not_Paying_Outside,TN II,0,0.0,0.0,0.0,0.0,0.0,PTP,0.0,0.0,0.0,0.0,0,0,0,PP
2354,TN3007UT0038676,31-OCT-24,3,0,2.MR,TW,TN,36,,,0.0,145510.0,88450.0,1.Paying_Outside,TN II,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2355,TN3007UT0038728,31-OCT-24,3,0,2.MR,TW,TN,47,,,0.0,744312.0,176223.0,1.Paying_Outside,TN II,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2356,TN3004CP0027498,31-OCT-24,2,0,2.MR,CD,TN,41,,,0.0,15448.0,7724.0,3:NO_OFFUS,TN III,0,0.0,0.0,0.0,0.0,0.0,PAID,6.0,0.0,14.0,0.0,0,23,23,P
2357,TN3004CP0027500,31-OCT-24,2,0,2.MR,CD,TN,24,,,0.0,477090.0,277000.0,1.Paying_Outside,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2358,TN3004CP0027504,31-OCT-24,2,0,2.MR,CD,TN,30,,,0.0,409820.0,134146.0,2.Not_Paying_Outside,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2359,TN3004CP0027510,31-OCT-24,2,0,3.LR,CD,TN,21,,,0.0,53927.0,42033.0,3:NO_OFFUS,TN III,0,0.0,0.0,0.0,0.0,0.0,PAID,0.0,0.0,9.0,1.0,1,12,12,P
2360,TN3004CP0027525,31-OCT-24,2,0,2.MR,CD,TN,29,,,0.0,13448.0,10086.0,3:NO_OFFUS,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2361,TN3004CP0027548,31-OCT-24,2,0,2.MR,CD,TN,24,,,0.0,139000.0,104773.0,1.Paying_Outside,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2362,TN3004CP0027558,31-OCT-24,2,0,3.LR,CD,TN,27,,,0.0,246422.0,23778.0,1.Paying_Outside,TN III,0,0.0,0.0,0.0,0.0,0.0,PTP,1.0,0.0,7.0,1.0,1,11,0,P
2363,TN3004CP0027562,31-OCT-24,2,0,2.MR,CD,TN,49,,,0.0,732710.0,39030.0,1.Paying_Outside,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2364,TN3004CP0027567,31-OCT-24,2,0,2.MR,CD,TN,46,,,0.0,9982.0,5116.0,3:NO_OFFUS,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2365,TN3004CP0027570,31-OCT-24,2,0,3.LR,CD,TN,35,,,0.0,9870.0,7050.0,3:NO_OFFUS,TN III,0,0.0,0.0,0.0,0.0,0.0,PAID,0.0,0.0,8.0,1.0,1,11,11,P
2366,TN3004CP0027591,31-OCT-24,2,0,3.LR,CD,TN,28,,,0.0,87246.0,15473.0,1.Paying_Outside,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,3,0,P
2367,TN3004CP0027594,31-OCT-24,2,0,2.MR,CD,TN,27,,,0.0,589925.0,224469.0,2.Not_Paying_Outside,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2368,TN3004CP0027599,31-OCT-24,2,0,2.MR,CD,TN,37,,,0.0,18799.0,9400.0,3:NO_OFFUS,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2369,TN3004CP0027602,31-OCT-24,2,0,2.MR,CD,TN,27,,,0.0,15604.0,,3:NO_OFFUS,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2370,TN3004CP0027655,31-OCT-24,2,0,2.MR,CD,TN,24,,,0.0,22599.0,9040.0,3:NO_OFFUS,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2371,TN3004CP0027661,31-OCT-24,2,0,2.MR,CD,TN,35,,,0.0,545299.0,15810.0,1.Paying_Outside,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2372,TN3004CP0027680,31-OCT-24,2,0,2.MR,CD,TN,29,,,0.0,132486.0,87762.0,2.Not_Paying_Outside,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2373,TN3004CP0027694,31-OCT-24,2,0,1.HR,CD,TN,25,,,0.0,12894.0,,3:NO_OFFUS,TN III,0,0.0,0.0,0.0,0.0,0.0,PTP,14.0,0.0,12.0,0.0,0,29,0,P
2374,TN3004CP0027701,31-OCT-24,2,0,2.MR,CD,TN,34,,,0.0,560575.0,394512.0,1.Paying_Outside,TN III,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2375,BR3058PA0046553,31-OCT-24,3,0,2.MR,CD,BR,54,,,0.0,49412.0,11135.0,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,24,0,PP
2376,BR3058PA0046567,31-OCT-24,3,0,2.MR,CD,BR,27,,,0.0,31000.0,14500.0,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2377,BR3058PA0046581,31-OCT-24,3,0,2.MR,CD,BR,24,,,0.17,167164.0,53008.0,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2378,BR3058PA0046582,31-OCT-24,3,0,2.MR,CD,BR,36,,,0.0,27999.0,6999.0,3:NO_OFFUS,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2379,BR3058PA0046590,31-OCT-24,3,0,2.MR,CD,BR,26,,,0.0,186073.0,93778.0,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,PAID,0.0,0.0,13.0,2.0,2,3,0,PP
2380,BR3058PA0046591,31-OCT-24,3,0,1.HR,CD,BR,37,,,0.17,135983.0,15864.0,1.Paying_Outside,BR & JH,0,2.0,1.0,0.0,0.0,0.0,PTP,22.0,0.0,6.5,0.0,0,30,0,FF
2381,BR3058PA0046601,31-OCT-24,3,0,3.LR,CD,BR,25,,,0.0,39589.0,0.0,3:NO_OFFUS,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,2.0,2,1,0,PP
2382,BR3058PA0046605,31-OCT-24,3,0,2.MR,CD,BR,30,,,0.0,39449.0,21040.0,3:NO_OFFUS,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,21.0,1.0,1,6,0,PP
2383,BR3058PA0046608,31-OCT-24,3,0,3.LR,CD,BR,24,,,0.0,257774.0,94240.0,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2384,BR3058PA0046616,31-OCT-24,3,0,1.HR,CD,BR,24,,,0.0,21698.0,15500.0,3:NO_OFFUS,BR & JH,0,2.0,1.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,2.0,2,3,0,FF
2385,BR3058PA0046619,31-OCT-24,3,0,3.LR,CD,BR,32,,,0.17,26099.0,3155.0,3:NO_OFFUS,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,2.0,2,2,0,PP
2386,BR3058PA0046620,31-OCT-24,3,0,1.HR,CD,BR,28,,,0.13,47198.0,10989.0,1.Paying_Outside,BR & JH,0,1.0,2.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,2.0,2,3,0,PF
2387,BR3058PA0046630,31-OCT-24,3,0,1.HR,CD,BR,30,,,0.0,13698.0,7828.0,3:NO_OFFUS,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,10.0,0.0,0,29,0,PP
2388,BR3058PA0046634,31-OCT-24,3,0,1.HR,CD,BR,51,,,0.0,24750.0,12376.0,3:NO_OFFUS,BR & JH,0,2.0,1.0,0.0,0.0,0.0,PTP,1.0,0.0,12.5,1.0,0,21,0,FF
2389,BR3058PA0046640,31-OCT-24,3,0,1.HR,CD,BR,31,,,0.0,324918.0,124602.0,2.Not_Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,PTP,8.0,0.0,10.0,1.0,0,21,21,PP
2390,KA3009PA0031583,31-OCT-24,1,0,1.HR,CD,KA,46,,,,562523.0,180236.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2391,KA3009PA0031584,31-OCT-24,1,0,1.HR,CD,KA,27,,,0.0,53948.0,28458.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2392,KA3009PA0031585,31-OCT-24,1,0,1.HR,CD,KA,22,,,0.0,37949.0,15810.0,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2393,KA3009PA0031598,31-OCT-24,1,0,2.MR,CD,KA,44,,,0.0,,,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2394,KA3009PA0031607,31-OCT-24,1,0,2.MR,CD,KA,23,,,0.0,43047.0,2925.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2395,KA3009PA0031620,31-OCT-24,1,0,2.MR,CD,KA,48,,,0.13,24000.0,,3:NO_OFFUS,KA,0,,,,,,,,,,,0,23,23,
2396,KA3009PA0031629,31-OCT-24,1,0,1.HR,CD,KA,53,,,,59500.0,26250.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2397,KA3009PA0031636,31-OCT-24,1,0,2.MR,CD,KA,41,,,0.0,322014.0,190868.0,2.Not_Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2398,KA3009PA0031660,31-OCT-24,1,0,2.MR,CD,KA,33,,,0.14,81965.0,32818.0,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2399,KA3009PA0031661,31-OCT-24,1,0,1.HR,CD,KA,41,,,0.0,64087.0,16350.0,2.Not_Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2400,KA3009PA0031667,31-OCT-24,1,0,1.HR,CD,KA,43,,,0.33,770113.0,45966.0,2.Not_Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2401,KA3009PA0030902,31-OCT-24,1,0,2.MR,CD,KA,49,,,0.0,128347.0,103073.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2402,KA3009PA0030904,31-OCT-24,1,0,2.MR,CD,KA,35,,,0.0,115779.0,100379.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2403,KA3009PA0030926,31-OCT-24,1,0,1.HR,CD,KA,26,,,0.0,248948.0,15401.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2404,KA3009PA0030932,31-OCT-24,1,0,1.HR,CD,KA,28,,,0.0,993163.0,186576.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2405,KA3009PA0030944,31-OCT-24,1,0,2.MR,CD,KA,22,,,0.0,149285.0,103413.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2406,KA3009PA0030946,31-OCT-24,1,0,1.HR,CD,KA,29,,,,,,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2407,KA3009PA0030954,31-OCT-24,1,0,1.HR,TW,KA,49,,,0.18,244260.0,40812.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2408,KA3009PA0030960,31-OCT-24,1,0,1.HR,CD,KA,26,,,0.0,668332.0,358004.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2409,KA3009PA0030967,31-OCT-24,1,0,1.HR,CD,KA,32,,,0.0,1249921.0,211376.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2410,KA3009PA0030968,31-OCT-24,1,0,2.MR,CD,KA,29,,,0.1,131202.0,41138.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2411,KA3009PA0030971,31-OCT-24,1,0,2.MR,CD,KA,25,,,0.0,98777.0,64711.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2412,KA3009PA0030972,31-OCT-24,1,0,1.HR,CD,KA,38,,,0.0,753168.0,291943.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2413,KA3009PA0030975,31-OCT-24,1,0,1.HR,CD,KA,23,,,0.2,119041.0,71534.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2414,KA3009PA0031012,31-OCT-24,1,0,1.HR,CD,KA,26,,,0.0,22299.0,,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2415,KA3009PA0031013,31-OCT-24,1,0,1.HR,CD,KA,36,,,0.0,293165.0,159397.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2416,KA3009PA0031023,31-OCT-24,1,0,1.HR,TW,KA,27,,,0.04,361008.0,59578.0,2.Not_Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2417,KA3009PA0031032,31-OCT-24,1,0,2.MR,CD,KA,27,,,0.0,90598.0,59637.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2418,KA3009PA0031037,31-OCT-24,1,0,2.MR,CD,KA,41,,,0.17,62788.0,20058.0,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2419,KA3009PA0031039,31-OCT-24,1,0,1.HR,CD,KA,25,,,0.0,238798.0,168061.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2420,KA3009PA0031041,31-OCT-24,1,0,2.MR,CD,KA,36,,,0.0,28999.0,20750.0,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2421,KA3009PA0031053,31-OCT-24,1,0,1.HR,CD,KA,28,,,,,,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2422,KA3009PA0031055,31-OCT-24,1,0,1.HR,CD,KA,37,,,,,,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2423,KA3009PA0031071,31-OCT-24,1,0,1.HR,CD,KA,24,,,0.0,96233.0,29193.0,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2424,KA3009PA0031082,31-OCT-24,1,0,1.HR,CD,KA,26,,,0.0,19240312.0,848898.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2425,KA3009PA0031089,31-OCT-24,1,0,1.HR,CD,KA,35,,,0.0,887725.0,222384.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2426,KA3009PA0031100,31-OCT-24,1,0,2.MR,CD,KA,27,,,0.18,46190.0,25000.0,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2427,KA3009PA0031101,31-OCT-24,1,0,1.HR,CD,KA,27,,,0.0,50073.0,35028.0,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2428,KA3009PA0031120,31-OCT-24,1,0,1.HR,CD,KA,38,,,0.14,50190.0,33908.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2429,KA3212UT0000234,31-OCT-24,3,0,2.MR,TW,KA,30,,,0.0,2783814.0,1715966.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,1.0,0.0,0.0,0,0,0,PP
2430,KA3212UT0000240,31-OCT-24,3,0,2.MR,TW,KA,36,,,0.04,1602837.0,36997.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2431,KA3212UT0000264,31-OCT-24,3,0,2.MR,TW,KA,41,,,0.0,328045.0,243122.0,1.Paying_Outside,KA,0,2.0,1.0,0.0,0.0,0.0,PAID,5.0,0.0,15.0,0.0,0,23,25,FF
2432,KA3212UT0000297,31-OCT-24,3,0,2.MR,TW,KA,25,,,0.0,202609.0,166172.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,4,0,PP
2433,KA3212UT0000315,31-OCT-24,3,0,2.MR,TW,KA,49,,,0.0,33728090.0,12193844.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2434,KA3212UT0000320,31-OCT-24,3,0,2.MR,TW,KA,47,,,0.0,80502.0,47768.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2435,KA3212UT0000325,31-OCT-24,3,0,2.MR,TW,KA,27,,,0.0,91949.0,79125.0,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,NOT_CONTACT,0.0,1.0,16.0,1.0,0,20,0,PP
2436,KA3212UT0000327,31-OCT-24,3,0,3.LR,TW,KA,34,,,0.0,608201.0,172153.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2437,KA3212UT0000335,31-OCT-24,3,0,2.MR,TW,KA,27,,,0.0,108697.0,11848.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2438,KA3212UT0000346,31-OCT-24,3,0,2.MR,TW,KA,42,,,0.0,687193.0,369710.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2439,KA3212UT0000352,31-OCT-24,3,0,1.HR,TW,KA,54,,,0.06,1169799.0,828699.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,19.0,0.0,10.0,1.0,1,13,0,PP
2440,KA3212UT0000385,31-OCT-24,2,0,2.MR,TW,KA,39,,,0.0,396312.0,151192.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2441,KA3212UT0000437,31-OCT-24,2,0,,TW,KA,34,,,0.0,110949.0,44132.0,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,PTP,-3.0,0.0,17.0,1.0,0,17,0,P
2442,KA3212UT0000470,31-OCT-24,2,0,2.MR,TW,KA,46,,,0.0,107855.0,75696.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2443,KA3212UT0000505,31-OCT-24,2,0,2.MR,TW,KA,45,,,0.0,115699.0,,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,26,0,P
2444,KA3212UT0000545,31-OCT-24,1,0,2.MR,TW,KA,43,,,0.13,62949.0,,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2445,KA3212UT0000552,31-OCT-24,1,0,,TW,KA,30,,,0.05,150499.0,44025.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2446,KA3212UT0000558,31-OCT-24,1,0,2.MR,TW,KA,25,,,0.0,59249.0,,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2447,KA3212UT0000565,31-OCT-24,1,0,2.MR,TW,KA,30,,,0.1,2701749.0,1142783.0,2.Not_Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2448,KA3212UT0000569,31-OCT-24,1,0,2.MR,TW,KA,54,,,,2979287.0,2460221.0,1.Paying_Outside,KA,0,,,,,,,,,,,0,0,0,
2449,KA3212UT0000581,31-OCT-24,1,0,,TW,KA,38,,,0.0,241308.0,180964.0,3:NO_OFFUS,KA,0,,,,,,,,,,,0,0,0,
2450,UP3041UT0014936,31-OCT-24,3,0,1.HR,TW,UP,28,,,0.0,45099.0,29523.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,PTP,11.0,0.0,3.0,1.0,0,17,0,PP
2451,UP3041UT0015392,31-OCT-24,3,0,3.LR,TW,UP,40,,,0.06,178533.0,66510.0,2.Not_Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2452,UP3041UT0015394,31-OCT-24,2,0,2.MR,,UP,30,,,,,,3:NO_OFFUS,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2453,UP3041UT0015404,31-OCT-24,2,0,3.LR,TW,UP,24,,,0.06,206582.0,61739.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,CONTACT,3.0,0.0,13.0,1.0,0,19,0,P
2454,UP3041UT0015410,31-OCT-24,2,0,2.MR,TW,UP,27,,,0.0,54616.0,41425.0,3:NO_OFFUS,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2455,UP3041UT0015487,31-OCT-24,2,0,2.MR,TW,UP,49,,,,3160104.0,898490.0,2.Not_Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
2456,UP3038UT0018760,31-OCT-24,1,0,,TW,UP,37,,,0.04,162950.0,41658.0,1.Paying_Outside,UP East,0,,,,,,,,,,,0,0,0,
2457,UP3038UT0018762,31-OCT-24,1,0,2.MR,TW,UP,39,,,0.04,330899.0,129875.0,1.Paying_Outside,UP East,0,,,,,,,,,,,0,0,0,
2458,UP3038UT0018763,31-OCT-24,1,0,2.MR,TW,UP,33,,,0.0,49599.0,,3:NO_OFFUS,UP East,0,,,,,,,,,,,0,0,0,
2459,KA3025CP0048673,31-OCT-24,3,0,2.MR,CD,KA,38,,,0.0,9453.0,4844.0,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2460,KA3025CP0048679,31-OCT-24,3,0,2.MR,CD,KA,36,,,0.0,106393.0,76644.0,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,PAID,3.0,0.0,13.0,1.0,0,19,19,PP
2461,KA3025CP0048686,31-OCT-24,3,0,3.LR,CD,KA,38,,,0.0,294498.0,62724.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,8.0,2.0,2,11,0,PP
2462,KA3025CP0048726,31-OCT-24,3,0,1.HR,CD,KA,51,,,0.0,381909.0,287834.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,PAID,20.0,0.0,3.0,0.0,0,26,26,PP
2463,KA3025CP0048729,31-OCT-24,3,0,2.MR,CD,KA,41,,,0.0,13200.0,0.0,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2464,KA3025CP0048735,31-OCT-24,3,0,2.MR,CD,KA,24,,,0.0,255276.0,156799.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2465,KA3025CP0048740,31-OCT-24,3,0,1.HR,CD,KA,34,,,0.0,915816.0,187380.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,PAID,5.0,0.0,17.0,0.0,0,24,24,PP
2466,KA3025CP0048775,31-OCT-24,3,0,2.MR,CD,KA,46,,,0.2,3730141.0,933031.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2467,KA3025CP0048777,31-OCT-24,3,0,2.MR,CD,KA,40,,,0.0,16799.0,10500.0,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
2468,KA3025CP0048778,31-OCT-24,3,0,3.LR,CD,KA,32,,,0.0,12999.0,9285.0,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,PTP,3.0,0.0,12.0,2.0,1,16,16,PP
2469,KA3025CP0048782,31-OCT-24,3,0,2.MR,CD,KA,33,,,0.0,286903.0,118511.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,PTP,0.0,0.0,14.0,1.0,0,17,17,PP
2470,PY3001UT0045683,31-OCT-24,1,0,2.MR,TW,PY,51,,,0.07,78647.0,46925.0,3:NO_OFFUS,TN I,0,,,,,,,,,,,0,0,0,
2471,PY3001UT0045753,31-OCT-24,1,0,2.MR,TW,PY,52,,,0.11,612524.0,330838.0,1.Paying_Outside,TN I,0,,,,,,,,,,,0,0,0,
2472,PY3001UT0045957,31-OCT-24,1,0,2.MR,TW,PY,34,,,0.0,204097.0,182047.0,3:NO_OFFUS,TN I,0,,,,,,,,,,,0,0,0,
2473,PY3001UT0045994,31-OCT-24,1,0,,TW,PY,48,,,0.05,114450.0,0.0,1.Paying_Outside,TN I,0,,,,,,,,,,,0,0,0,
2474,PY3001UT0046107,31-OCT-24,1,0,,TW,PY,38,,,,157165.0,9290.0,2.Not_Paying_Outside,TN I,0,,,,,,,,,,,0,0,0,
2475,WB3078CP0076005,31-OCT-24,1,0,2.MR,CD,WB,35,,,0.0,19999.0,8571.0,3:NO_OFFUS,WB,0,,,,,,,,,,,0,0,0,
2476,WB3078CP0076019,31-OCT-24,1,0,2.MR,CD,WB,35,,,0.0,11990.0,,3:NO_OFFUS,WB,0,,,,,,,,,,,0,0,0,
2477,WB3078CP0076030,31-OCT-24,1,0,2.MR,CD,WB,35,,,0.0,12811.0,4003.0,3:NO_OFFUS,WB,0,,,,,,,,,,,0,0,0,
